"","Genus","Metabolite","Correlation","Pvalue","Group","AdjPvalue","Significance"
"31","Gardnerella","Lactic_acid",0.00705809222443501,0.948267872618421,"1",0.948267872618421,""
"32","Gardnerella","Proline_betaine",-0.0381262313091677,0.725887125577401,"1",0.725887125577401,""
"33","Gardnerella","Formic_acid",0.0734466000843612,0.498996423084696,"1",0.498996423084696,""
"34","Gardnerella","Acetoacetic_acid",0.282544782378505,0.00801245908349091,"1",0.00801245908349091,"**"
"35","Gardnerella","Dimethylamine",0.133334664341305,0.218255247623614,"1",0.218255247623614,""
"36","Gardnerella","Trigonelline",-0.203441046135774,0.058765756137958,"1",0.058765756137958,""
"37","Gardnerella","Acetic_acid",0.0684805310187168,0.528533796382266,"1",0.528533796382266,""
"38","Gardnerella","Betaine",0.245423929849746,0.0219510145229134,"1",0.0219510145229134,"*"
"39","Gardnerella","Caffeine",-0.0263578216677841,0.808520140087709,"1",0.808520140087709,""
"40","Gardnerella","X2_Furoylglycine",-0.100872368039557,0.352557354960361,"1",0.352557354960361,""
"41","Finegoldia","Citric_acid",-0.29881265220294,0.00493321567633306,"1",0.00493321567633306,"**"
"42","Finegoldia","Hippuric_acid",-0.0790102176492333,0.466958038992423,"1",0.466958038992423,""
"43","Finegoldia","Glycine",-0.144526092882637,0.181687976010037,"1",0.181687976010037,""
"44","Finegoldia","D_Lactose",0.315228349390632,0.00293998659821029,"1",0.00293998659821029,"**"
"45","Finegoldia","D_Glucose",0.0331719989714154,0.760353526405793,"1",0.760353526405793,""
"46","Finegoldia","Creatine",0.12981980871915,0.23074422616365,"1",0.23074422616365,""
"47","Finegoldia","Oxaloacetic_acid",0.188669776136274,0.0801018241610397,"1",0.0801018241610397,""
"48","Finegoldia","Guanidinoacetic_acid",-0.0493978377657918,0.649565618361151,"1",0.649565618361151,""
"49","Finegoldia","Alanine",-0.185539440506631,0.0853345051825724,"1",0.0853345051825724,""
"50","Finegoldia","D_Mannitol",0.190342540080471,0.0774124770627227,"1",0.0774124770627227,""
"51","Finegoldia","Lactic_acid",-0.0894558794867767,0.409954166164943,"1",0.409954166164943,""
"52","Finegoldia","Proline_betaine",0.0742926366807024,0.494051679473441,"1",0.494051679473441,""
"53","Finegoldia","Formic_acid",-0.27193362386283,0.0108357753929145,"1",0.0108357753929145,"*"
"54","Finegoldia","Acetoacetic_acid",-0.163284794008437,0.130749635038657,"1",0.130749635038657,""
"55","Finegoldia","Dimethylamine",-0.0348560966482665,0.748580950649719,"1",0.748580950649719,""
"56","Finegoldia","Trigonelline",-0.105999735779548,0.328492013909163,"1",0.328492013909163,""
"57","Finegoldia","Acetic_acid",-0.178915278836587,0.0973010357896952,"1",0.0973010357896952,""
"58","Finegoldia","Betaine",-0.0437574278407792,0.687366333320677,"1",0.687366333320677,""
"59","Finegoldia","Caffeine",0.128829322520258,0.234351976459197,"1",0.234351976459197,""
"60","Finegoldia","X2_Furoylglycine",0.0718776922286043,0.508233970115647,"1",0.508233970115647,""
"61","Peptoniphilus","Citric_acid",-0.344491519361824,0.00108559130970384,"1",0.00108559130970384,"**"
"62","Peptoniphilus","Hippuric_acid",-0.108962426329004,0.315075543239712,"1",0.315075543239712,""
"63","Peptoniphilus","Glycine",-0.191811310013909,0.0751111152221844,"1",0.0751111152221844,""
"64","Peptoniphilus","D_Lactose",0.329065146433836,0.00185773822290386,"1",0.00185773822290386,"**"
"65","Peptoniphilus","D_Glucose",-0.180151618470063,0.0949728565897078,"1",0.0949728565897078,""
"66","Peptoniphilus","Creatine",0.139472092022034,0.197606548987012,"1",0.197606548987012,""
"67","Peptoniphilus","Oxaloacetic_acid",0.152486269531529,0.158543835890029,"1",0.158543835890029,""
"68","Peptoniphilus","Guanidinoacetic_acid",-0.107348032803529,0.322341805701542,"1",0.322341805701542,""
"69","Peptoniphilus","Alanine",-0.199979989004117,0.0632945009206533,"1",0.0632945009206533,""
"70","Peptoniphilus","D_Mannitol",0.068265155336935,0.529834311798731,"1",0.529834311798731,""
"71","Peptoniphilus","Lactic_acid",-0.0993144057541547,0.360081356581622,"1",0.360081356581622,""
"72","Peptoniphilus","Proline_betaine",-0.00561797409094178,0.958812790737306,"1",0.958812790737306,""
"73","Peptoniphilus","Formic_acid",-0.333662874099952,0.00158738698502212,"1",0.00158738698502212,"**"
"74","Peptoniphilus","Acetoacetic_acid",-0.163731927083113,0.129684510037147,"1",0.129684510037147,""
"75","Peptoniphilus","Dimethylamine",-0.0398556538515154,0.71397887536511,"1",0.71397887536511,""
"76","Peptoniphilus","Trigonelline",-0.157288206434477,0.145685792802783,"1",0.145685792802783,""
"77","Peptoniphilus","Acetic_acid",-0.182521116359498,0.0906335001026062,"1",0.0906335001026062,""
"78","Peptoniphilus","Betaine",-0.144263273409443,0.182492013014302,"1",0.182492013014302,""
"79","Peptoniphilus","Caffeine",0.143456065172814,0.184977681587474,"1",0.184977681587474,""
"80","Peptoniphilus","X2_Furoylglycine",-0.169291956139563,0.116986445977316,"1",0.116986445977316,""
"81","Atopobium","Citric_acid",-0.01819884784749,0.867129121696178,"1",0.867129121696178,""
"82","Atopobium","Hippuric_acid",-0.0483690195698247,0.656398280217545,"1",0.656398280217545,""
"83","Atopobium","Glycine",0.0782461902254756,0.471290235990697,"1",0.471290235990697,""
"84","Atopobium","D_Lactose",-0.0413782019715905,0.703551328867474,"1",0.703551328867474,""
"85","Atopobium","D_Glucose",0.0121348611373477,0.911177490184001,"1",0.911177490184001,""
"86","Atopobium","Creatine",-0.0417012432570272,0.701345847943701,"1",0.701345847943701,""
"87","Atopobium","Oxaloacetic_acid",-0.0127207442451989,0.906907776257219,"1",0.906907776257219,""
"88","Atopobium","Guanidinoacetic_acid",0.0576171711771581,0.596053113559339,"1",0.596053113559339,""
"89","Atopobium","Alanine",0.0296989643835399,0.784801647096232,"1",0.784801647096232,""
"90","Atopobium","D_Mannitol",-0.07636008259344,0.482077470713651,"1",0.482077470713651,""
"91","Atopobium","Lactic_acid",-0.013312562114838,0.902597493305532,"1",0.902597493305532,""
"92","Atopobium","Proline_betaine",-0.0697237051781044,0.521058405644546,"1",0.521058405644546,""
"93","Atopobium","Formic_acid",-0.0443393342508602,0.683428827331275,"1",0.683428827331275,""
"94","Atopobium","Acetoacetic_acid",-0.0126555318607186,0.907382893202515,"1",0.907382893202515,""
"95","Atopobium","Dimethylamine",-0.0142869345564223,0.895507215344362,"1",0.895507215344362,""
"96","Atopobium","Trigonelline",-0.0600555766020321,0.580565941330181,"1",0.580565941330181,""
"97","Atopobium","Acetic_acid",0.062902917813006,0.56271949012925,"1",0.56271949012925,""
"98","Atopobium","Betaine",0.124113400321264,0.252066834039201,"1",0.252066834039201,""
"99","Atopobium","Caffeine",-0.0688556769962772,0.526272349790132,"1",0.526272349790132,""
"100","Atopobium","X2_Furoylglycine",-0.128685779419407,0.234878056621353,"1",0.234878056621353,""
"101","Streptococcus","Citric_acid",0.00529987865707816,0.961142986470717,"1",0.961142986470717,""
"102","Streptococcus","Hippuric_acid",0.132729739604322,0.220369955784657,"1",0.220369955784657,""
"103","Streptococcus","Glycine",-0.076632566894787,0.480510944750458,"1",0.480510944750458,""
"104","Streptococcus","D_Lactose",0.177958875059253,0.0991326157747914,"1",0.0991326157747914,""
"105","Streptococcus","D_Glucose",-0.0477296116743107,0.66065907611577,"1",0.66065907611577,""
"106","Streptococcus","Creatine",-0.0629212395622654,0.562605501122594,"1",0.562605501122594,""
"107","Streptococcus","Oxaloacetic_acid",0.0458534442917577,0.673223289137896,"1",0.673223289137896,""
"108","Streptococcus","Guanidinoacetic_acid",0.0754555736926823,0.487297035478819,"1",0.487297035478819,""
"109","Streptococcus","Alanine",-0.0308254015181324,0.776848039013377,"1",0.776848039013377,""
"110","Streptococcus","D_Mannitol",-0.0422485837623373,0.697614666071469,"1",0.697614666071469,""
"111","Streptococcus","Lactic_acid",-0.0933133742882608,0.389977464964767,"1",0.389977464964767,""
"112","Streptococcus","Proline_betaine",0.313270133228081,0.00313199069275978,"1",0.00313199069275978,"**"
"113","Streptococcus","Formic_acid",-0.0995510320886457,0.358932263054951,"1",0.358932263054951,""
"114","Streptococcus","Acetoacetic_acid",-0.00716751683662393,0.947466978025472,"1",0.947466978025472,""
"115","Streptococcus","Dimethylamine",0.0819379827743037,0.450559584648966,"1",0.450559584648966,""
"116","Streptococcus","Trigonelline",0.0782349035766888,0.471354396454972,"1",0.471354396454972,""
"117","Streptococcus","Acetic_acid",-0.0453495605930498,0.676613166217399,"1",0.676613166217399,""
"118","Streptococcus","Betaine",-0.0845609800184498,0.436144368025581,"1",0.436144368025581,""
"119","Streptococcus","Caffeine",0.00459178087212709,0.966331271485762,"1",0.966331271485762,""
"120","Streptococcus","X2_Furoylglycine",-0.0478687707653844,0.659730841242856,"1",0.659730841242856,""
"121","Corynebacterium","Citric_acid",-0.109434861567509,0.31296930365802,"1",0.31296930365802,""
"122","Corynebacterium","Hippuric_acid",-0.0130293752565305,0.904659634294615,"1",0.904659634294615,""
"123","Corynebacterium","Glycine",-0.00518342594423572,0.961996138864368,"1",0.961996138864368,""
"124","Corynebacterium","D_Lactose",0.384273778334068,0.000238249205085557,"1",0.000238249205085557,"***"
"125","Corynebacterium","D_Glucose",-0.125239164058167,0.247756968947422,"1",0.247756968947422,""
"126","Corynebacterium","Creatine",0.0366661106649095,0.735992105992528,"1",0.735992105992528,""
"127","Corynebacterium","Oxaloacetic_acid",0.14954417079996,0.166828055425313,"1",0.166828055425313,""
"128","Corynebacterium","Guanidinoacetic_acid",-0.0722302937262233,0.506150247272594,"1",0.506150247272594,""
"129","Corynebacterium","Alanine",-0.110519959124292,0.308166215685018,"1",0.308166215685018,""
"130","Corynebacterium","D_Mannitol",-0.00324236708523583,0.976222223336442,"1",0.976222223336442,""
"131","Corynebacterium","Lactic_acid",-0.0819439843788164,0.450526302011049,"1",0.450526302011049,""
"132","Corynebacterium","Proline_betaine",0.10226297773868,0.345924752804251,"1",0.345924752804251,""
"133","Corynebacterium","Formic_acid",-0.199875554884319,0.0634354340653423,"1",0.0634354340653423,""
"134","Corynebacterium","Acetoacetic_acid",-0.11897342958022,0.272395168174239,"1",0.272395168174239,""
"135","Corynebacterium","Dimethylamine",-0.0761226518784337,0.483444692581081,"1",0.483444692581081,""
"136","Corynebacterium","Trigonelline",-0.117099735885795,0.280072227362834,"1",0.280072227362834,""
"137","Corynebacterium","Acetic_acid",-0.193646056022235,0.0723137542219608,"1",0.0723137542219608,""
"138","Corynebacterium","Betaine",-0.0664209286159506,0.541035408346219,"1",0.541035408346219,""
"139","Corynebacterium","Caffeine",0.106579486098534,0.325838402932504,"1",0.325838402932504,""
"140","Corynebacterium","X2_Furoylglycine",-0.116595431126296,0.282162931147606,"1",0.282162931147606,""
"141","Prevotella","Citric_acid",-0.321468005029724,0.00239653615938754,"1",0.00239653615938754,"**"
"142","Prevotella","Hippuric_acid",-0.0997241627205073,0.358092950369836,"1",0.358092950369836,""
"143","Prevotella","Glycine",-0.254116295504247,0.0175448804230395,"1",0.0175448804230395,"*"
"144","Prevotella","D_Lactose",0.487120737554356,1.71343961335349e-06,"1",1.71343961335349e-06,"***"
"145","Prevotella","D_Glucose",-0.183835280936536,0.0882952431433368,"1",0.0882952431433368,""
"146","Prevotella","Creatine",0.127316748329376,0.239936796620983,"1",0.239936796620983,""
"147","Prevotella","Oxaloacetic_acid",0.257608373518756,0.016002279274488,"1",0.016002279274488,"*"
"148","Prevotella","Guanidinoacetic_acid",-0.173592098745394,0.107840886954668,"1",0.107840886954668,""
"149","Prevotella","Alanine",-0.301649437651154,0.00452039359482102,"1",0.00452039359482102,"**"
"150","Prevotella","D_Mannitol",-0.0196486325199044,0.856652597022819,"1",0.856652597022819,""
"151","Prevotella","Lactic_acid",-0.18011517978809,0.0950408423845918,"1",0.0950408423845918,""
"152","Prevotella","Proline_betaine",-0.0540626463009154,0.618954071098362,"1",0.618954071098362,""
"153","Prevotella","Formic_acid",-0.315580149713397,0.00290663260530915,"1",0.00290663260530915,"**"
"154","Prevotella","Acetoacetic_acid",-0.159763248643991,0.139372646138226,"1",0.139372646138226,""
"155","Prevotella","Dimethylamine",-0.207135416819203,0.0542269586446094,"1",0.0542269586446094,""
"156","Prevotella","Trigonelline",-0.0546747484411918,0.614983609906617,"1",0.614983609906617,""
"157","Prevotella","Acetic_acid",-0.168169041772626,0.119470464530455,"1",0.119470464530455,""
"158","Prevotella","Betaine",-0.12973150789493,0.23106427021435,"1",0.23106427021435,""
"159","Prevotella","Caffeine",-0.068995821659787,0.525428780520951,"1",0.525428780520951,""
"160","Prevotella","X2_Furoylglycine",-0.108769154845407,0.315939828685433,"1",0.315939828685433,""
"161","Anaerococcus","Citric_acid",-0.329309752025023,0.00184237023317758,"1",0.00184237023317758,"**"
"162","Anaerococcus","Hippuric_acid",-0.114418266030652,0.291307915372307,"1",0.291307915372307,""
"163","Anaerococcus","Glycine",-0.263799980979122,0.0135538724284157,"1",0.0135538724284157,"*"
"164","Anaerococcus","D_Lactose",0.418037375193731,5.60341485159423e-05,"1",5.60341485159423e-05,"***"
"165","Anaerococcus","D_Glucose",-0.142560358761585,0.187764561187844,"1",0.187764561187844,""
"166","Anaerococcus","Creatine",0.125082351241445,0.248354253575007,"1",0.248354253575007,""
"167","Anaerococcus","Oxaloacetic_acid",0.235650702119267,0.0280021967815653,"1",0.0280021967815653,"*"
"168","Anaerococcus","Guanidinoacetic_acid",-0.190325668121199,0.0774392372257649,"1",0.0774392372257649,""
"169","Anaerococcus","Alanine",-0.2293275716557,0.0326264468533666,"1",0.0326264468533666,"*"
"170","Anaerococcus","D_Mannitol",0.0602456999778784,0.579366222046447,"1",0.579366222046447,""
"171","Anaerococcus","Lactic_acid",-0.11978211844694,0.269125857378227,"1",0.269125857378227,""
"172","Anaerococcus","Proline_betaine",-0.0168214277751993,0.877104031771394,"1",0.877104031771394,""
"173","Anaerococcus","Formic_acid",-0.241542687681071,0.0242050895145559,"1",0.0242050895145559,"*"
"174","Anaerococcus","Acetoacetic_acid",-0.14634333423028,0.176199073363585,"1",0.176199073363585,""
"175","Anaerococcus","Dimethylamine",-0.14485825353281,0.180675502556874,"1",0.180675502556874,""
"176","Anaerococcus","Trigonelline",-0.0792076360554141,0.465842172893268,"1",0.465842172893268,""
"177","Anaerococcus","Acetic_acid",-0.142965125295005,0.186501433981757,"1",0.186501433981757,""
"178","Anaerococcus","Betaine",-0.102751747314036,0.343612205438062,"1",0.343612205438062,""
"179","Anaerococcus","Caffeine",-0.00275721771362002,0.979779233857566,"1",0.979779233857566,""
"180","Anaerococcus","X2_Furoylglycine",0.0700969969868701,0.518824232314778,"1",0.518824232314778,""
"181","Bifidobacterium","Citric_acid",-0.00689262347717896,0.949479059623985,"1",0.949479059623985,""
"182","Bifidobacterium","Hippuric_acid",0.0432857099121366,0.6905643717328,"1",0.6905643717328,""
"183","Bifidobacterium","Glycine",0.0445108809096268,0.682269652762534,"1",0.682269652762534,""
"184","Bifidobacterium","D_Lactose",-0.132058590516779,0.222733017906919,"1",0.222733017906919,""
"185","Bifidobacterium","D_Glucose",0.0448305780391526,0.680111361644064,"1",0.680111361644064,""
"186","Bifidobacterium","Creatine",-0.0931885642523676,0.390614569971295,"1",0.390614569971295,""
"187","Bifidobacterium","Oxaloacetic_acid",-0.0947264716594737,0.382807543204051,"1",0.382807543204051,""
"188","Bifidobacterium","Guanidinoacetic_acid",0.0580308233616488,0.593412871940054,"1",0.593412871940054,""
"189","Bifidobacterium","Alanine",0.138178901942402,0.201836081964253,"1",0.201836081964253,""
"190","Bifidobacterium","D_Mannitol",0.10918184962807,0.314096161734048,"1",0.314096161734048,""
"191","Bifidobacterium","Lactic_acid",0.0250783974632024,0.817649904427505,"1",0.817649904427505,""
"192","Bifidobacterium","Proline_betaine",-0.0792999835328653,0.465320698044657,"1",0.465320698044657,""
"193","Bifidobacterium","Formic_acid",0.0525080586832466,0.629087069705852,"1",0.629087069705852,""
"194","Bifidobacterium","Acetoacetic_acid",0.00106861892501126,0.992162307550497,"1",0.992162307550497,""
"195","Bifidobacterium","Dimethylamine",-0.0383439812722156,0.724384113750594,"1",0.724384113750594,""
"196","Bifidobacterium","Trigonelline",0.139572287327056,0.197281527728619,"1",0.197281527728619,""
"197","Bifidobacterium","Acetic_acid",-0.0519573894113683,0.632693051404056,"1",0.632693051404056,""
"198","Bifidobacterium","Betaine",0.0284640961142048,0.793546276078529,"1",0.793546276078529,""
"199","Bifidobacterium","Caffeine",0.14275323067978,0.187161907662953,"1",0.187161907662953,""
"200","Bifidobacterium","X2_Furoylglycine",0.146213798775752,0.17658626386906,"1",0.17658626386906,""
"201","Porphyromonas","Citric_acid",-0.192618261856937,0.0738702811646841,"1",0.0738702811646841,""
"202","Porphyromonas","Hippuric_acid",-0.10104109149895,0.351748430909941,"1",0.351748430909941,""
"203","Porphyromonas","Glycine",-0.210891462203535,0.0499110469979893,"1",0.0499110469979893,"*"
"204","Porphyromonas","D_Lactose",0.512926042082439,3.78364289208468e-07,"1",3.78364289208468e-07,"***"
"205","Porphyromonas","D_Glucose",-0.150055396139615,0.165366088877356,"1",0.165366088877356,""
"206","Porphyromonas","Creatine",0.0752460737238773,0.488510237853965,"1",0.488510237853965,""
"207","Porphyromonas","Oxaloacetic_acid",0.255629568560015,0.0168613539454088,"1",0.0168613539454088,"*"
"208","Porphyromonas","Guanidinoacetic_acid",-0.173667549105107,0.107685532722717,"1",0.107685532722717,""
"209","Porphyromonas","Alanine",-0.222549127830683,0.0382807599399416,"1",0.0382807599399416,"*"
"210","Porphyromonas","D_Mannitol",-0.058674181987648,0.589316957796547,"1",0.589316957796547,""
"211","Porphyromonas","Lactic_acid",-0.153737255243801,0.155115580056452,"1",0.155115580056452,""
"212","Porphyromonas","Proline_betaine",-0.0769850719954686,0.478488424237305,"1",0.478488424237305,""
"213","Porphyromonas","Formic_acid",-0.227599292383874,0.033996793887318,"1",0.033996793887318,"*"
"214","Porphyromonas","Acetoacetic_acid",-0.113711069003457,0.294320076904262,"1",0.294320076904262,""
"215","Porphyromonas","Dimethylamine",-0.201561159841647,0.0611916051944405,"1",0.0611916051944405,""
"216","Porphyromonas","Trigonelline",-0.115442292314784,0.286982488392077,"1",0.286982488392077,""
"217","Porphyromonas","Acetic_acid",-0.130515592077663,0.228233201128633,"1",0.228233201128633,""
"218","Porphyromonas","Betaine",-0.185282249270562,0.0857762186664846,"1",0.0857762186664846,""
"219","Porphyromonas","Caffeine",-0.0335488793779766,0.75771412144129,"1",0.75771412144129,""
"220","Porphyromonas","X2_Furoylglycine",-0.114724177314027,0.29001127881849,"1",0.29001127881849,""
"221","Escherichia.Shigella","Citric_acid",-0.00284958152045005,0.979102009791936,"1",0.979102009791936,""
"222","Escherichia.Shigella","Hippuric_acid",0.162589022426332,0.132420284038769,"1",0.132420284038769,""
"223","Escherichia.Shigella","Glycine",-0.115283741683638,0.28764939567057,"1",0.28764939567057,""
"224","Escherichia.Shigella","D_Lactose",-0.0739503258573881,0.496049241511449,"1",0.496049241511449,""
"225","Escherichia.Shigella","D_Glucose",-0.0451859343248064,0.677715351713687,"1",0.677715351713687,""
"226","Escherichia.Shigella","Creatine",-0.0659803207786331,0.543728576574003,"1",0.543728576574003,""
"227","Escherichia.Shigella","Oxaloacetic_acid",-0.0432733289089794,0.690648382856908,"1",0.690648382856908,""
"228","Escherichia.Shigella","Guanidinoacetic_acid",-0.0842761820082237,0.437696779452994,"1",0.437696779452994,""
"229","Escherichia.Shigella","Alanine",-0.101091140679109,0.35150869844088,"1",0.35150869844088,""
"230","Escherichia.Shigella","D_Mannitol",-0.0310787713278725,0.775062160546619,"1",0.775062160546619,""
"231","Escherichia.Shigella","Lactic_acid",-0.0529028434262651,0.626507206603171,"1",0.626507206603171,""
"232","Escherichia.Shigella","Proline_betaine",-0.0470851932006729,0.664964219302197,"1",0.664964219302197,""
"233","Escherichia.Shigella","Formic_acid",0.107983203828479,0.319470235706862,"1",0.319470235706862,""
"234","Escherichia.Shigella","Acetoacetic_acid",-0.0199393644081264,0.854554614632724,"1",0.854554614632724,""
"235","Escherichia.Shigella","Dimethylamine",-0.117184277477494,0.279722756536604,"1",0.279722756536604,""
"236","Escherichia.Shigella","Trigonelline",0.2638778816968,0.0135252640254794,"1",0.0135252640254794,"*"
"237","Escherichia.Shigella","Acetic_acid",0.706726008442104,2.03198435265892e-14,"1",2.03198435265892e-14,"***"
"238","Escherichia.Shigella","Betaine",-0.0253315713531238,0.815841325746637,"1",0.815841325746637,""
"239","Escherichia.Shigella","Caffeine",-0.0504622388047082,0.64252699060282,"1",0.64252699060282,""
"240","Escherichia.Shigella","X2_Furoylglycine",-0.0423394243326663,0.696996103607837,"1",0.696996103607837,""
"241","Dialister","Citric_acid",-0.230684702695649,0.0315832223238039,"1",0.0315832223238039,"*"
"242","Dialister","Hippuric_acid",-0.0862595471958468,0.426950602115668,"1",0.426950602115668,""
"243","Dialister","Glycine",-0.224195856741802,0.0368369012302135,"1",0.0368369012302135,"*"
"244","Dialister","D_Lactose",0.39786829003835,0.000135519161636068,"1",0.000135519161636068,"***"
"245","Dialister","D_Glucose",-0.171802760390339,0.111576496448489,"1",0.111576496448489,""
"246","Dialister","Creatine",0.104530720570491,0.335277365444289,"1",0.335277365444289,""
"247","Dialister","Oxaloacetic_acid",0.241162116901402,0.0244363590278393,"1",0.0244363590278393,"*"
"248","Dialister","Guanidinoacetic_acid",-0.15186180169716,0.160276091211914,"1",0.160276091211914,""
"249","Dialister","Alanine",-0.244685009373675,0.0223657663554856,"1",0.0223657663554856,"*"
"250","Dialister","D_Mannitol",0.0499867048196731,0.645667734596499,"1",0.645667734596499,""
"251","Dialister","Lactic_acid",-0.0788853986952826,0.467664302651417,"1",0.467664302651417,""
"252","Dialister","Proline_betaine",-0.0566004887498613,0.602564583795248,"1",0.602564583795248,""
"253","Dialister","Formic_acid",-0.265444675383073,0.0129608951874912,"1",0.0129608951874912,"*"
"254","Dialister","Acetoacetic_acid",-0.14503083721224,0.180151070241054,"1",0.180151070241054,""
"255","Dialister","Dimethylamine",-0.167245476846036,0.121543754388335,"1",0.121543754388335,""
"256","Dialister","Trigonelline",-0.1154168085246,0.287089610968691,"1",0.287089610968691,""
"257","Dialister","Acetic_acid",-0.132654496334638,0.220633998690817,"1",0.220633998690817,""
"258","Dialister","Betaine",-0.168164760859009,0.119480011467851,"1",0.119480011467851,""
"259","Dialister","Caffeine",-0.0570144151775655,0.599909742055859,"1",0.599909742055859,""
"260","Dialister","X2_Furoylglycine",-0.0825176530163497,0.447351271967448,"1",0.447351271967448,""
"261","Staphylococcus","Citric_acid",0.0166577832103845,0.87829040869244,"1",0.87829040869244,""
"262","Staphylococcus","Hippuric_acid",0.0915288391754325,0.399145713096336,"1",0.399145713096336,""
"263","Staphylococcus","Glycine",0.188798062102389,0.0798929703932918,"1",0.0798929703932918,""
"264","Staphylococcus","D_Lactose",0.169253572972208,0.117070691295444,"1",0.117070691295444,""
"265","Staphylococcus","D_Glucose",-0.0102184949072742,0.925160275761611,"1",0.925160275761611,""
"266","Staphylococcus","Creatine",0.0721777547263061,0.506460449982496,"1",0.506460449982496,""
"267","Staphylococcus","Oxaloacetic_acid",0.09520780483347,0.380383538605378,"1",0.380383538605378,""
"268","Staphylococcus","Guanidinoacetic_acid",-0.0419870615109741,0.699396555677879,"1",0.699396555677879,""
"269","Staphylococcus","Alanine",0.0237292324596561,0.827303693886688,"1",0.827303693886688,""
"270","Staphylococcus","D_Mannitol",0.0226738205160748,0.834873555034314,"1",0.834873555034314,""
"271","Staphylococcus","Lactic_acid",-0.0598208447549576,0.58204872419194,"1",0.58204872419194,""
"272","Staphylococcus","Proline_betaine",0.0521208626889988,0.631621668794211,"1",0.631621668794211,""
"273","Staphylococcus","Formic_acid",-0.0916462766734191,0.398538477100503,"1",0.398538477100503,""
"274","Staphylococcus","Acetoacetic_acid",-0.094180551110389,0.385568034835669,"1",0.385568034835669,""
"275","Staphylococcus","Dimethylamine",0.0563908603603336,0.603911077872692,"1",0.603911077872692,""
"276","Staphylococcus","Trigonelline",0.0975951014753369,0.368498536299934,"1",0.368498536299934,""
"277","Staphylococcus","Acetic_acid",-0.139358713505414,0.197974798918185,"1",0.197974798918185,""
"278","Staphylococcus","Betaine",-0.122115569786981,0.259841106120727,"1",0.259841106120727,""
"279","Staphylococcus","Caffeine",-0.053466360892127,0.622832467805609,"1",0.622832467805609,""
"280","Staphylococcus","X2_Furoylglycine",-0.114545417632118,0.290768506011854,"1",0.290768506011854,""
"281","Campylobacter","Citric_acid",-0.287598578495482,0.00691186747976647,"1",0.00691186747976647,"**"
"282","Campylobacter","Hippuric_acid",-0.0401621044078458,0.711875777725656,"1",0.711875777725656,""
