sampleID	read_count	g_[Agitococcus]_lubricus_group	g_[Eubacterium]_coprostanoligenes_group	g_[Eubacterium]_eligens_group	g_[Eubacterium]_hallii_group	g_[Eubacterium]_nodatum_group	g_[Ruminococcus]_torques_group	g_Acinetobacter	g_Actinobaculum	g_Actinomyces	g_Actinotignum	g_Aerococcus	g_Aeromonas	g_Akkermansia	g_Alcanivorax	g_Alistipes	g_Alloprevotella	g_Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	g_Alloscardovia	g_Anaerococcus	g_Anaeroglobus	g_Anaerovoracaceae_Family_XIII_AD3011_group	g_Anaerovoracaceae_S5-A14a	g_Arcanobacterium	g_Asteroleplasma	Atopobium_vaginae	g_Babeliales	g_Bacillus	g_Bacteroides	g_Barnesiella	g_Bdellovibrio	g_Bergeyella	g_Bifidobacterium	g_Bilophila	g_Brevibacterium	g_Brevundimonas	g_Butyrivibrio	g_Campylobacter	g_Candidatus_Azambacteria	g_Candidatus_Falkowbacteria	g_Candidatus_Nomurabacteria	g_Candidatus_Peribacteria	g_Candidatus_Zambryskibacteria	g_Capnocytophaga	g_Catonella	g_Cephaloticoccus	g_Chitinophaga	g_Christensenellaceae_R-7_group	g_Chryseobacterium	g_Chthoniobacter	g_Cloacibacterium	g_Clostridia_UCG-014	g_Collinsella	g_Corynebacterium	g_Cutibacterium	g_Dermabacter	g_Dialister	g_Dyadobacter	g_Edaphobaculum	g_Eggerthella	g_Eggerthellaceae_DNF00809	g_Emticicia	g_Enhydrobacter	g_Enterococcus	g_Escherichia-Shigella	g_Ezakiella	g_Facklamia	g_Faecalibacterium	g_Fastidiosipila	g_Fenollaria	g_Filifactor	g_Finegoldia	g_Flavobacterium	g_Fluviicola	g_Fusobacterium	g_Gallicola	Gardnerella_vaginalis	g_Gemella	g_Gemmata	g_Gemmatimonas	g_Gleimia	g_Globicatella	g_Granulicatella	g_Haemophilus	g_Helcococcus	g_Howardella	g_Jonquetella	g_Kingella	g_Lachnoanaerobaculum	g_Lachnospira	g_Lachnospiraceae_FE2018_group	g_Lachnospiraceae_ND3007_group	Lactobacillus_rhamnosus	Lactobacillus_paraplantarum	Lactobacillus_amylovorus	Lactobacillus_coleohominis	Lactobacillus_crispatus	Lactobacillus_delbrueckii_subsp._delbrueckii	Lactobacillus_gasseri	Lactobacillus_iners	Lactobacillus_jensenii	Lactobacillus_mucosae	Lactobacillus_reuteri	unknown_Lactobacillus	g_Lacunisphaera	g_Lautropia	g_Lawsonella	g_Lentimicrobium	g_Leptotrichia	g_Megasphaera	g_Methanobrevibacter	g_Methanothermobacter	g_Methylobacterium-Methylorubrum	g_Micrococcus	g_Microscillaceae_OLB12	g_Mobiluncus	g_Mogibacterium	g_Moryella	g_Mucilaginibacter	g_Murdochiella	g_Mycoplasma	g_Negativicoccus	g_Neisseria	g_Nosocomiicoccus	g_Novosphingobium	g_Oligella	g_Olsenella	g_Oribacterium	g_Oscillospiraceae_UCG-002	g_Paeniglutamicibacter	g_Paludibacter	g_Parabacteroides	g_Paraprevotella	g_Parasutterella	g_Parcubacteria	g_Parvimonas	g_Peptococcus	g_Peptoniphilus	g_Peptostreptococcus	g_Porphyromonas	Prevotella_timonensis	g_Prolixibacteraceae_WCHB1-32	g_Propionimicrobium	g_Pseudarcicella	g_Pseudomonas	g_Pseudoxanthomonas	g_Pyramidobacter	g_Rhodanobacter	g_Rikenellaceae_RC9_gut_group	g_Roseomonas	g_Rothia	g_Rubinisphaeraceae_SH-PL14	g_Ruminococcaceae_CAG-352	g_Ruminococcaceae_Incertae_Sedis	g_Ruminococcus	g_Saccharimonadaceae_TM7a	g_Salinispira	g_SAR324_clade(Marine_group_B)	g_Schaalia	g_Sediminibacterium	g_Selenomonas	g_Slackia	g_Solobacterium	g_Sphingomonas	g_Staphylococcus	g_Stomatobaculum	g_Streptococcus	g_Subdoligranulum	g_Sutterella	g_Tepidimonas	g_Treponema	g_Undibacterium	g_unknown_Absconditabacteriales_(SR1)	g_unknown_Aerococcaceae	g_unknown_Anaerolineae_A4b	g_unknown_Anaerolineae_RBG-13-54-9	g_unknown_Babeliales	g_unknown_Bacilli	g_unknown_Bacilli_RF39	g_unknown_Bacteria	g_unknown_Bacteroidia	g_unknown_Berkelbacteria	g_unknown_Burkholderiales	g_unknown_Chitinophagaceae	g_unknown_Chitinophagales	g_unknown_Clostridia	g_unknown_Clostridiaceae	g_unknown_Comamonadaceae	g_unknown_Coriobacteriales	g_unknown_Corynebacteriaceae	g_unknown_Crocinitomicaceae	g_unknown_Enterobacterales	g_unknown_Gammaproteobacteria	g_unknown_Gracilibacteria	g_unknown_Lachnospiraceae	g_unknown_Lactobacillales	g_unknown_Micrococcaceae	g_unknown_Micromonosporaceae	g_unknown_Muribaculaceae	g_unknown_Neisseriaceae	g_unknown_Oscillospirales_UCG-010	g_unknown_Parcubacteria	g_unknown_Pasteurellaceae	g_unknown_Pedosphaeraceae	g_unknown_Peptostreptococcaceae	g_unknown_Planctomycetales	g_unknown_Polyangia_Blfdi19	g_unknown_Polyangia_mle1-27	g_unknown_Polyangiales_BIrii41	g_unknown_Rhodospirillales	g_unknown_Ruminococcaceae	g_unknown_Sphingobacteriaceae	g_unknown_Sphingobacteriales	g_unknown_Sphingobacteriales_env.OPS_17	g_unknown_Sphingobacteriales_NS11-12_marine_group	g_unknown_Veillonellaceae	g_unknown_Verrucomicrobiaceae	g_unknown_Vicinamibacteraceae	g_unknown_Woesearchaeales	g_Ureaplasma	g_Varibaculum	g_Veillonella	g_W5053	g_Winkia	I-A_sim	I-B_sim	II_sim	III-A_sim	III-B_sim	IV-A_sim	IV-B_sim	IV-C0_sim	IV-C1_sim	IV-C2_sim	IV-C3_sim	IV-C4_sim	V_sim	subCST	score	CST
P16-V2	5353	0	0	0	0	0	0	0	31	70	0	0	0	0	0	0	58	0	0	302	0	0	0	0	0	182	0	0	0	0	0	0	0	3	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	382	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	492	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	30	4	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	124	0	435	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	164	0	2211	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0,004410744	0,014019497	0,017480783	0,00314255	0,020515155	0,015881326	0,036546107	0,203006492	0,74311789	0,03101085	0,100267022	0,102544537	0,006915854	IV-C1	0,74311789	IV-C
P18-V1	6236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,998947142	0,901359677	0,005268918	0,001702719	0,099282798	0,00448961	0,015677114	0,040880839	0,00649621	0,026461628	0,002501237	0,007136549	0,026976279	I-A	0,998947142	I
P18-V2	6331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	0	0	0	27	0	1323	0	0	0	0	0	0	0	0	0	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	0	0	0	0	0	0	0	0	0	0	0	0	33	0	88	0	0	0	0	900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1364	0	722	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	411	0	69	339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	39	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0,244301754	0,3236883	0,186716929	0,003321183	0,088607478	0,167737446	0,386411642	0,168777081	0,022577285	0,023728646	0,007575481	0,028290003	0,050928262	IV-B	0,386411642	IV-B
P19-V1	6586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	6540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,005994153	0,046196585	0,045410636	0,990886858	0,780563967	0,051091595	0,109750833	0,07166808	0,017228621	0,01159815	0,000930208	0,11822762	0,231097689	III-A	0,990886858	III
P19-V2	8707	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	83	0	0	380	41	0	121	0	0	375	0	0	0	0	10	0	97	0	0	0	39	309	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	639	0	0	256	0	0	0	0	0	0	0	0	48	0	32	0	90	0	557	0	0	169	0	244	96	0	0	40	0	163	0	0	0	8	0	79	0	0	0	0	0	0	0	79	0	175	0	0	0	0	0	0	0	166	0	157	4	46	0	0	5	0	26	35	0	0	77	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	109	686	0	235	880	0	0	0	0	0	0	0	0	0	205	0	0	0	0	28	0	0	0	0	146	0	90	0	181	0	662	0	24	0	0	0	0	0	0	0	0	0	0	0	5	0	16	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	99	0	0	176	13	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	82	196	0	0	0,00955024	0,019062363	0,045448409	0,001794371	0,018847903	0,062994751	0,121266841	0,350222812	0,125099735	0,012240381	0,044662657	0,062757844	0,013826723	IV-C0	0,350222812	IV-C
P1-V1	4996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4807	0	0	0	110	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,999591695	0,91219665	0,004347661	0,001984291	0,099060651	0,001327755	0,010048871	0,041281321	0,006282801	0,026531009	0,00252674	0,006721287	0,035859954	I-A	0,999591695	I
P1-V2	4685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	86	0	0	51	38	49	121	0	0	101	0	554	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	1520	0	0	0	0	0	0	0	91	96	0	63	0	0	0	0	0	0	190	54	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	435	60	206	295	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0,000690348	0,01502767	0,623026333	0,003629949	0,026886406	0,099689365	0,184294159	0,116584327	0,030503176	0,014544175	0,009709576	0,02128965	0,041030604	II	0,623026333	II
P20-V2	4223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	0	101	0	0	0	0	0	0	0	0	0	87	0	0	88	0	0	219	0	0	177	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	401	0	270	339	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0,023614706	0,036085038	0,01543098	0,002795573	0,023209294	0,014589813	0,029160737	0,202213977	0,662225216	0,02812252	0,090693962	0,061359586	0,007105883	IV-C1	0,662225216	IV-C
P21-V1	3536	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3177	0	0	0	25	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	27	0,992287855	0,939054055	0,005048595	0,001865592	0,10198412	0,001474261	0,01072451	0,047438742	0,007014335	0,027096971	0,003032072	0,007293662	0,03073314	I-A	0,992287855	I
P21-V2	4576	0	0	0	0	0	0	0	0	92	74	0	0	0	0	0	0	0	0	722	0	0	0	49	0	109	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	170	0	0	0	0	0	0	0	0	171	0	0	0	103	0	590	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	740	0	418	480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	42	0	0,023020081	0,036171941	0,016270174	0,001617538	0,017658627	0,031715805	0,056497235	0,377104471	0,052216057	0,005951221	0,018074128	0,015767036	0,011758317	IV-C0	0,377104471	IV-C
P22-V1	746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,005039748	0,03017041	0,009388241	0,017049253	0,025125925	0,021874168	0,043580393	0,010699333	0,003523378	0,004303238	0,001385006	0,01004222	0,733573388	V	0,733573388	V
P22-V2	6084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	874	0	0	45	0	0	40	3	0	0	0	0	0	31	0	0	10	0	217	0	0	0	11	0	0	0	0	0	6	0	0	0	0	0	354	0	0	313	0	0	0	27	0	0	0	0	0	0	0	76	0	0	542	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	20	361	0	0	0	113	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	921	0	391	406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	135	0	0	0	0	0	92	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	31	0	0	8	0	11	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	214	0,012757172	0,02309129	0,018232263	0,001717742	0,019001046	0,05560173	0,092963834	0,380907474	0,054255071	0,007020519	0,025247416	0,040166337	0,014065843	IV-C0	0,380907474	IV-C
P23-V1	2295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,000191675	0,003647431	0,017821785	0,001434598	0,02150585	0,101810531	0,232727764	0,012287839	0,004712384	0,005858962	0,000771477	0,01470942	0,018351393	IV-B	0,232727764	IV-B
P23-V2	6392	0	0	0	0	0	0	7	0	135	0	0	0	0	0	0	0	0	0	426	0	29	99	55	0	75	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	187	0	0	480	0	0	0	12	0	0	0	0	99	35	0	0	321	105	98	0	0	157	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	86	61	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	280	945	148	630	698	0	0	0	0	0	10	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	130	95	0	4	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0,000318595	0,004683167	0,017792421	0,000763019	0,006379372	0,034210105	0,04825933	0,258350239	0,02052163	0,002241392	0,008520551	0,007836191	0,006153644	IV-C0	0,258350239	IV-C
P24-V1	2103	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0,291847512	0,403793915	0,031549339	0,213836421	0,367860709	0,042916507	0,101670876	0,302383711	0,021752734	0,027737557	0,014425534	0,187535562	0,13147521	I-B	0,403793915	I
P24-V2	5494	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	12	0	0	374	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	4022	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	39	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	345	0	52	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0,002430361	0,045441751	0,050115966	0,940684488	0,904613269	0,068924144	0,151742317	0,1017361	0,026477373	0,015842446	0,005460009	0,189664841	0,261825636	III-A	0,940684488	III
P25-V1	4134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	4073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,002454582	0,042696262	0,045516312	0,992010366	0,783096976	0,05138452	0,110355426	0,071904476	0,017234384	0,011447171	0,00091559	0,118739453	0,231914702	III-A	0,992010366	III
P25-V2	6461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	482	0	0	113	0	0	81	0	0	0	0	0	0	0	0	114	0	0	366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	964	0	0	196	0	0	0	0	0	0	0	0	365	0	0	66	132	0	644	0	0	0	0	0	0	0	0	57	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242	0	6	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	953	0	446	533	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0,000470917	0,006030739	0,011347245	0,001172998	0,008565261	0,024930246	0,039944617	0,257801346	0,029590827	0,003788553	0,012467143	0,028939774	0,007096477	IV-C0	0,257801346	IV-C
P26-V1	5742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,000680935	0,014052999	0,841487904	0,00318492	0,003869833	0,000698959	0,003115004	0,016224766	0,01032529	0,013261443	0,004953215	0,005437417	0,024088321	II	0,841487904	II
P26-V2	7522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	2634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	528	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	3286	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0,000630842	0,016354133	0,640272788	0,002630163	0,005574066	0,002429055	0,007524795	0,060147056	0,026110915	0,014816912	0,439180388	0,015986161	0,023617423	II	0,640272788	II
